Quantity,UnitPrice,OrderStatus,ItemsInCart,TotalPrice,Year,Month,DayOfWeek,IsWeekend,RevenuePerCartItem,OrderStatus_encoded,Product_Chair,Product_Desk,Product_Laptop,Product_Monitor,Product_Phone,Product_Printer,Product_Tablet,PaymentMethod_Cash,PaymentMethod_Credit Card,PaymentMethod_Debit Card,PaymentMethod_Gift Card,PaymentMethod_Online,ReferralSource_Email,ReferralSource_Facebook,ReferralSource_Google,ReferralSource_Instagram,ReferralSource_Referral,CouponCode_FREESHIP,CouponCode_SAVE10,CouponCode_WINTER15,RevenueIntensityScore,PriceDeviation,SpendTier
1.0,338.31,Delivered,3.0,338.31,2025,6,1,0,112.77,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,112.77,-36.907564102564095,0
3.0,139.45,Returned,8.0,418.35,2025,4,0,0,52.29375,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,17.431250000000002,-219.21361963190185,0
4.0,655.18,Shipped,5.0,2620.72,2023,11,4,0,524.144,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,131.036,299.51971910112354,3
4.0,512.75,Returned,8.0,2051.0,2023,3,6,1,256.375,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,64.09375,155.04294797687862,2
4.0,160.49,Shipped,8.0,641.96,2023,7,2,0,80.245,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,20.06125,-195.1702808988764,0
3.0,99.9,Delivered,8.0,299.7,2023,5,4,0,37.4625,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,12.487499999999999,-255.7602808988764,0
2.0,345.01,Delivered,6.0,690.02,2024,5,6,1,115.00333333333333,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,57.501666666666665,-30.207564102564106,0
1.0,65.95,Delivered,5.0,65.95,2025,1,2,0,13.190000000000001,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,13.190000000000001,-292.71361963190185,0
4.0,463.04,Returned,9.0,1852.16,2023,2,3,0,205.79555555555555,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,51.44888888888889,95.36089385474861,2
2.0,297.71,Shipped,7.0,595.42,2025,4,1,0,85.05999999999999,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,42.529999999999994,-77.50756410256412,0
5.0,107.48,Cancelled,9.0,537.4,2023,1,2,0,59.71111111111111,4,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,11.942222222222222,-244.2349171270718,0
5.0,638.8,Cancelled,10.0,3194.0,2024,6,2,0,319.4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,63.88,309.19188235294115,3
2.0,493.88,Returned,7.0,987.76,2023,2,2,0,141.10857142857142,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,70.55428571428571,164.2718823529412,1
4.0,301.17,Cancelled,6.0,1204.68,2023,12,1,0,200.78,4,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,50.195,-50.54491712707181,1
1.0,278.66,Cancelled,2.0,278.66,2024,1,5,1,139.33,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,139.33,-80.00361963190181,0
1.0,287.46,Returned,3.0,287.46,2024,9,0,0,95.82,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,95.82,-87.75756410256412,0
1.0,583.99,Cancelled,2.0,583.99,2023,5,3,0,291.995,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,291.995,228.3297191011236,0
3.0,468.74,Pending,4.0,1406.22,2023,5,1,0,351.555,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,117.185,113.0797191011236,1
1.0,30.54,Returned,1.0,30.54,2024,12,5,1,30.54,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,30.54,-337.1391061452514,0
5.0,408.73,Delivered,10.0,2043.65,2024,10,4,0,204.365,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,40.873000000000005,50.06638036809818,2
4.0,126.89,Pending,9.0,507.56,2023,11,5,1,56.39555555555555,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,14.098888888888888,-230.8170520231214,0
2.0,57.07,Returned,3.0,114.14,2024,6,4,0,38.04666666666667,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,19.023333333333333,-294.64491712707184,0
3.0,557.41,Delivered,4.0,1672.23,2023,7,5,1,418.0575,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,139.3525,199.7029479768786,2
3.0,448.9,Returned,7.0,1346.7,2023,12,0,0,192.3857142857143,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,64.12857142857143,97.18508287292815,1
4.0,549.76,Delivered,4.0,2199.04,2023,10,1,0,549.76,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,137.44,194.09971910112358,2
3.0,132.48,Shipped,4.0,397.4399999999999,2024,2,5,1,99.35999999999997,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,33.11999999999999,-219.23491712707184,0
5.0,489.37,Returned,8.0,2446.85,2025,5,5,1,305.85625,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,61.17125,159.7618823529412,2
5.0,66.31,Pending,7.0,331.55,2025,5,5,1,47.364285714285714,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,9.472857142857142,-285.4049171270718,0
2.0,434.3,Delivered,7.0,868.6,2023,7,6,1,124.08571428571429,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,62.042857142857144,78.6397191011236,1
4.0,153.09,Delivered,4.0,612.36,2023,10,2,0,153.09,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,38.2725,-176.5181176470588,0
5.0,91.67,Cancelled,9.0,458.35,2025,5,0,0,50.92777777777778,4,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,10.185555555555556,-276.0091061452514,0
4.0,275.28,Shipped,9.0,1101.12,2023,10,0,0,122.34666666666665,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,30.586666666666662,-54.32811764705883,1
2.0,139.95,Returned,5.0,279.9,2023,4,0,0,55.98,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,27.99,-218.71361963190185,0
3.0,148.72,Cancelled,7.0,446.16,2024,7,5,1,63.737142857142864,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,21.245714285714286,-206.9402808988764,0
2.0,563.06,Returned,6.0,1126.12,2023,12,5,1,187.68666666666664,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,93.84333333333332,205.35294797687857,1
1.0,625.51,Shipped,1.0,625.51,2024,12,3,0,625.51,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,625.51,273.79508287292816,0
4.0,152.29,Cancelled,6.0,609.16,2023,8,2,0,101.52666666666666,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,25.381666666666664,-222.9275641025641,0
5.0,231.82,Delivered,6.0,1159.1,2024,6,4,0,193.1833333333333,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,38.63666666666666,-143.3975641025641,1
1.0,150.17,Returned,1.0,150.17,2025,1,6,1,150.17,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,150.17,-207.5370520231214,0
3.0,70.93,Returned,5.0,212.79,2024,6,3,0,42.558,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,14.186,-296.7491061452514,0
3.0,361.39,Shipped,8.0,1084.17,2023,6,3,0,135.52125,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,45.173750000000005,31.78188235294118,1
5.0,670.48,Returned,5.0,3330.4075,2024,7,0,0,666.0815,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,133.2163,312.77294797687864,3
1.0,359.99,Cancelled,5.0,359.99,2023,7,1,0,71.998,4,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,71.998,-15.227564102564088,0
5.0,674.04,Cancelled,7.0,3330.4075,2023,2,1,0,475.7725,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,95.1545,306.36089385474855,3
4.0,283.16,Shipped,6.0,1132.64,2024,12,2,0,188.77333333333334,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,47.193333333333335,-72.50028089887638,1
5.0,260.53,Pending,5.0,1302.65,2024,6,6,1,260.53000000000003,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,52.106,-69.07811764705883,1
3.0,422.13,Delivered,7.0,1266.39,2023,4,5,1,180.91285714285715,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,60.30428571428572,70.41508287292817,1
5.0,125.02,Pending,9.0,625.1,2024,7,2,0,69.45555555555556,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,13.891111111111112,-204.58811764705882,0
1.0,198.51,Returned,5.0,198.51,2024,4,1,0,39.702,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,39.702,-176.7075641025641,0
4.0,224.75,Delivered,7.0,899.0,2024,3,1,0,128.42857142857142,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,32.107142857142854,-130.9102808988764,1
3.0,205.86,Shipped,4.0,617.58,2025,3,0,0,154.395,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,51.465,-161.8191061452514,0
1.0,18.2,Pending,4.0,18.2,2023,12,4,0,4.55,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4.55,-339.5070520231214,0
3.0,502.77,Returned,8.0,1508.31,2023,5,0,0,188.53875,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,62.84625,135.09089385474857,1
5.0,305.49,Shipped,10.0,1527.45,2023,11,2,0,152.745,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,30.549,-69.72756410256409,1
2.0,236.33,Pending,3.0,472.66,2024,4,2,0,157.55333333333334,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,78.77666666666667,-115.38491712707182,0
5.0,521.25,Cancelled,8.0,2606.25,2023,4,6,1,325.78125,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,65.15625,163.54294797687862,3
1.0,167.15,Shipped,5.0,167.15,2024,9,0,0,33.43,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,33.43,-200.5291061452514,0
5.0,466.42,Returned,5.0,2332.1,2025,6,1,0,466.41999999999996,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,93.28399999999999,107.75638036809818,2
1.0,527.57,Pending,3.0,527.57,2023,2,6,1,175.85666666666668,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,175.85666666666668,175.85508287292822,0
3.0,623.34,Cancelled,3.0,1870.02,2025,3,3,0,623.34,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,207.78,255.66089385474862,2
5.0,501.26,Shipped,10.0,2506.3,2023,12,3,0,250.63000000000002,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,50.126000000000005,133.58089385474858,3
1.0,655.09,Pending,6.0,655.09,2024,12,4,0,109.18166666666667,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,109.18166666666667,287.4108938547486,0
4.0,264.79,Pending,5.0,1059.16,2024,2,5,1,211.83200000000002,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,52.958000000000006,-86.92491712707181,1
3.0,359.73,Returned,7.0,1079.19,2024,3,2,0,154.17000000000002,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,51.39,2.0229479768786405,1
1.0,465.33,Delivered,2.0,465.33,2023,11,3,0,232.665,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,232.665,109.66971910112358,0
2.0,54.41,Shipped,6.0,108.82,2023,6,5,1,18.136666666666667,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,9.068333333333333,-301.25028089887644,0
1.0,64.66,Delivered,4.0,64.66,2025,2,5,1,16.165,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,16.165,-293.0470520231214,0
5.0,173.96,Pending,8.0,869.8000000000001,2023,8,3,0,108.72500000000001,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,21.745,-181.7002808988764,1
1.0,630.82,Delivered,5.0,630.82,2025,3,4,0,126.16400000000002,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,126.16400000000002,263.14089385474864,0
1.0,693.41,Shipped,4.0,693.41,2023,7,1,0,173.3525,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,173.3525,318.19243589743587,0
3.0,433.33,Cancelled,4.0,1299.99,2025,6,1,0,324.9975,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,108.3325,65.65089385474857,1
5.0,374.58,Cancelled,10.0,1872.9,2023,5,5,1,187.29000000000002,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,37.458,22.865082872928156,2
5.0,408.56,Delivered,8.0,2042.8,2023,7,5,1,255.35,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,51.07,50.852947976878625,2
2.0,183.67,Cancelled,3.0,367.34,2024,4,6,1,122.44666666666666,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,61.22333333333333,-184.00910614525142,0
4.0,606.57,Delivered,5.0,2426.28,2023,6,4,0,485.25600000000003,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,121.31400000000001,276.96188235294125,2
4.0,589.57,Pending,8.0,2358.28,2024,6,3,0,294.785,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,73.69625,214.35243589743595,2
5.0,659.85,Delivered,9.0,3299.25,2024,6,5,1,366.5833333333333,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,73.31666666666666,308.1350828729282,3
4.0,206.84,Cancelled,5.0,827.36,2023,6,1,0,165.472,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,41.368,-151.82361963190183,0
5.0,113.87,Pending,6.0,569.35,2024,5,4,0,94.89166666666667,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,18.978333333333335,-243.83705202312137,0
5.0,628.74,Cancelled,9.0,3143.7,2023,11,4,0,349.29999999999995,4,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,69.86,253.5224358974359,3
1.0,678.38,Cancelled,4.0,678.38,2025,2,4,0,169.595,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,169.595,303.1624358974359,0
3.0,602.24,Pending,8.0,1806.72,2023,2,4,0,225.84,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,75.28,250.52508287292818,2
5.0,658.77,Pending,10.0,3293.85,2024,4,3,0,329.385,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,65.877,301.0629479768786,3
3.0,271.02,Cancelled,6.0,813.06,2023,5,0,0,135.51,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,45.169999999999995,-87.64361963190186,0
5.0,375.25,Pending,9.0,1876.25,2024,12,6,1,208.47222222222223,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,41.69444444444444,16.586380368098162,2
1.0,312.11,Cancelled,4.0,312.11,2025,5,5,1,78.0275,4,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,78.0275,-63.10756410256408,0
5.0,307.76,Pending,9.0,1538.8,2023,1,3,0,170.97777777777776,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,34.19555555555556,-67.4575641025641,1
3.0,483.53,Returned,4.0,1450.59,2025,2,4,0,362.6475,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,120.8825,127.86971910112356,1
3.0,341.15,Pending,4.0,1023.45,2023,1,0,0,255.8625,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,85.28750000000001,-16.5570520231214,1
1.0,571.9,Pending,1.0,571.9,2024,9,0,0,571.9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,571.9,213.23638036809814,0
4.0,95.03,Shipped,8.0,380.12,2025,1,3,0,47.515,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,11.87875,-263.63361963190187,0
5.0,201.22,Pending,6.0,1006.1,2023,8,3,0,167.68333333333334,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,33.53666666666667,-157.44361963190184,1
1.0,260.26,Pending,5.0,260.26,2024,7,0,0,52.052,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,52.052,-98.40361963190185,0
5.0,64.5,Pending,8.0,322.5,2024,2,3,0,40.3125,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,8.0625,-291.1602808988764,0
3.0,297.67,Shipped,6.0,893.01,2024,9,5,1,148.835,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,49.611666666666665,-77.54756410256408,1
4.0,331.9,Pending,5.0,1327.6,2024,4,5,1,265.52,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,66.38,-19.81491712707185,1
1.0,191.76,Returned,1.0,191.76,2023,6,2,0,191.76,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,191.76,-163.90028089887642,0
4.0,263.09,Shipped,8.0,1052.36,2025,1,3,0,131.545,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,32.88625,-88.62491712707185,1
4.0,393.8,Pending,7.0,1575.2,2023,1,4,0,225.02857142857144,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,56.25714285714286,38.1397191011236,1
3.0,553.57,Returned,4.0,1660.71,2024,11,6,1,415.1775,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,138.3925,197.90971910112364,1
5.0,191.63,Delivered,6.0,958.15,2023,10,1,0,159.69166666666666,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,31.938333333333333,-164.0302808988764,1
1.0,93.02,Returned,4.0,93.02,2023,4,4,0,23.255,3,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,23.255,-274.6591061452514,0
2.0,39.53,Shipped,3.0,79.06,2024,6,3,0,26.353333333333335,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,13.176666666666668,-312.1849171270718,0
3.0,633.97,Pending,7.0,1901.91,2023,12,3,0,271.7014285714286,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,90.56714285714285,282.2550828729282,2
4.0,697.5,Shipped,7.0,2790.0,2023,12,6,1,398.57142857142856,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,99.64285714285714,367.8918823529412,3
5.0,508.69,Delivered,10.0,2543.45,2023,7,4,0,254.34499999999997,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,50.869,156.97508287292817,3
2.0,527.46,Cancelled,3.0,1054.92,2025,1,3,0,351.64000000000004,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,175.82000000000002,169.75294797687866,1
1.0,627.2,Delivered,1.0,627.2,2024,2,2,0,627.2,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,627.2,251.98243589743595,0
1.0,75.01,Returned,3.0,75.01,2024,7,6,1,25.003333333333334,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,25.003333333333334,-276.70491712707184,0
5.0,529.55,Shipped,10.0,2647.75,2023,7,2,0,264.775,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,52.955,199.94188235294115,3
3.0,127.41,Delivered,7.0,382.23,2025,4,4,0,54.604285714285716,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,18.201428571428572,-247.8075641025641,0
5.0,287.13,Shipped,10.0,1435.65,2023,12,4,0,143.565,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,28.713,-80.54910614525141,1
1.0,427.06,Cancelled,1.0,427.06,2023,9,3,0,427.06,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,427.06,68.39638036809816,0
5.0,53.93,Shipped,7.0,269.65,2024,9,2,0,38.521428571428565,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,7.704285714285714,-321.2875641025641,0
5.0,423.93,Returned,5.0,2119.65,2024,1,6,1,423.93,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,84.786,56.2508938547486,2
4.0,160.22,Returned,9.0,640.88,2024,9,5,1,71.2088888888889,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,17.802222222222223,-169.3881176470588,0
1.0,538.68,Returned,6.0,538.68,2025,4,2,0,89.77999999999999,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,89.77999999999999,186.96508287292812,0
5.0,337.38,Shipped,5.0,1686.9,2023,4,6,1,337.38,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,67.476,-14.334917127071833,2
1.0,620.21,Returned,1.0,620.21,2024,11,6,1,620.21,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,620.21,252.53089385474863,0
2.0,99.1,Delivered,6.0,198.2,2023,3,3,0,33.03333333333333,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,16.516666666666666,-259.5636196319018,0
4.0,451.97,Cancelled,7.0,1807.88,2025,1,6,1,258.2685714285714,4,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,64.56714285714285,93.30638036809819,2
4.0,66.1,Returned,9.0,264.4,2023,12,6,1,29.377777777777776,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,7.344444444444444,-301.57910614525144,0
4.0,547.32,Returned,8.0,2189.28,2023,8,6,1,273.66,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,68.415,179.64089385474864,2
3.0,412.53,Pending,6.0,1237.59,2025,1,2,0,206.265,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,68.755,60.815082872928144,1
5.0,84.13,Delivered,9.0,420.65,2023,6,2,0,46.73888888888889,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,9.347777777777777,-245.4781176470588,0
2.0,518.23,Shipped,5.0,1036.46,2024,1,3,0,207.292,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,103.646,150.5508938547486,1
2.0,39.51,Shipped,5.0,79.02,2024,6,2,0,15.803999999999998,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,7.901999999999999,-290.0981176470588,0
5.0,133.01,Returned,10.0,665.05,2025,4,4,0,66.505,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,13.300999999999998,-234.66910614525142,0
1.0,118.8,Delivered,6.0,118.8,2023,10,6,1,19.8,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,19.8,-248.8791061452514,0
2.0,139.57,Delivered,4.0,279.14,2025,5,6,1,69.785,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,34.8925,-190.0381176470588,0
1.0,184.15,Shipped,5.0,184.15,2025,4,6,1,36.83,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,36.83,-171.5102808988764,0
2.0,644.05,Cancelled,5.0,1288.1,2023,7,1,0,257.62,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,128.81,286.3429479768786,1
5.0,55.41,Cancelled,5.0,277.05,2023,10,1,0,55.410000000000004,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,11.082,-302.2970520231214,0
1.0,310.93,Cancelled,3.0,310.93,2023,1,2,0,103.64333333333333,4,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,103.64333333333333,-40.78491712707182,0
2.0,216.66,Pending,6.0,433.32,2024,4,2,0,72.22,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,36.11,-151.0191061452514,0
1.0,452.7,Shipped,5.0,452.7,2024,11,4,0,90.53999999999999,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,90.53999999999999,77.48243589743589,0
2.0,288.21,Cancelled,5.0,576.42,2023,10,6,1,115.28399999999999,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,57.641999999999996,-67.45028089887643,0
4.0,206.6,Returned,6.0,826.4,2023,6,0,0,137.73333333333332,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,34.43333333333333,-168.6175641025641,0
4.0,685.2,Cancelled,6.0,2740.8,2024,7,5,1,456.8,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,114.2,333.4850828729282,3
5.0,22.94,Pending,10.0,114.7,2023,4,2,0,11.47,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2.294,-332.7202808988764,0
2.0,301.88,Returned,5.0,603.76,2023,3,3,0,120.752,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,60.376,-55.82705202312138,0
5.0,57.45,Cancelled,10.0,287.25,2025,3,6,1,28.725,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,5.745,-301.21361963190185,0
1.0,161.24,Pending,3.0,161.24,2024,12,2,0,53.74666666666667,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,53.74666666666667,-168.3681176470588,0
4.0,262.58,Cancelled,8.0,1050.32,2024,11,1,0,131.29,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,32.8225,-93.08028089887642,1
